student_id,program_course_id,assessment_id,student_score,assessment_total_score
134,14,19,32.80,40
134,17,1,1.00,5
134,17,7,1.00,5
134,17,8,1.00,5
134,17,12,1.00,5
134,17,13,1.00,5
134,17,19,8.00,40
134,18,1,4.30,5
134,18,7,4.30,5
134,18,8,4.30,5
134,18,12,4.30,5
134,18,13,4.30,5
134,18,19,34.40,40
135,13,1,2.65,5
135,13,7,2.65,5
135,13,8,2.65,5
135,13,12,2.65,5
135,13,13,2.65,5
135,13,19,21.20,40
135,14,1,2.50,5
135,14,7,2.50,5
135,14,8,2.50,5
135,14,12,2.50,5
135,14,13,2.50,5
135,14,19,20.00,40
135,17,1,4.90,5
135,17,7,4.90,5
135,17,8,4.90,5
135,17,12,4.90,5
135,17,13,4.90,5
135,17,19,39.20,40
135,18,1,1.40,5
135,18,7,1.40,5
135,18,8,1.40,5
135,18,12,1.40,5
135,18,13,1.40,5
135,18,19,11.20,40
136,13,1,4.90,5
136,13,7,4.90,5
136,13,8,4.90,5
136,13,12,4.90,5
136,13,13,4.90,5
136,13,19,39.20,40
136,14,1,2.40,5
136,14,7,2.40,5
136,14,8,2.40,5
136,14,12,2.40,5
136,14,13,2.40,5
136,14,19,19.20,40
136,17,1,2.20,5
136,17,7,2.20,5
136,17,8,2.20,5
136,17,12,2.20,5
136,17,13,2.20,5
136,17,19,17.60,40
136,18,1,,5
136,18,7,,5
136,18,8,,5
136,18,12,,5
136,18,13,,5
136,18,19,,40
137,13,1,2.60,5
137,13,7,2.60,5
137,13,8,2.60,5
137,13,12,2.60,5
137,13,13,2.60,5
137,13,19,20.80,40
137,14,1,2.35,5
137,14,7,2.35,5
137,14,8,2.35,5
137,14,12,2.35,5
137,14,13,2.35,5
137,14,19,18.80,40
137,17,1,3.55,5
137,17,7,3.55,5
137,17,8,3.55,5
137,17,12,3.55,5
137,17,13,3.55,5
137,17,19,28.40,40
137,18,1,4.65,5
137,18,7,4.65,5
137,18,8,4.65,5
137,18,12,4.65,5
137,18,13,4.65,5
137,18,19,37.20,40
138,13,1,2.65,5
138,13,7,2.65,5
138,13,8,2.65,5
138,13,12,2.65,5
138,13,13,2.65,5
138,13,19,21.20,40
138,14,1,1.70,5
138,14,7,1.70,5
138,14,8,1.70,5
138,14,12,1.70,5
138,14,13,1.70,5
138,14,19,13.60,40
138,17,1,3.25,5
138,17,7,3.25,5
138,17,8,3.25,5
138,17,12,3.25,5
138,17,13,3.25,5
138,17,19,26.00,40
138,18,1,1.95,5
138,18,7,1.95,5
138,18,8,1.95,5
138,18,12,1.95,5
138,18,13,1.95,5
138,18,19,15.60,40
139,13,1,3.65,5
139,13,7,3.65,5
139,13,8,3.65,5
139,13,12,3.65,5
139,13,13,3.65,5
139,13,19,29.20,40
139,14,1,3.15,5
139,14,7,3.15,5
139,14,8,3.15,5
139,14,12,3.15,5
139,14,13,3.15,5
139,14,19,25.20,40
139,17,1,4.70,5
139,17,7,4.70,5
139,17,8,4.70,5
139,17,12,4.70,5
139,17,13,4.70,5
139,17,19,37.60,40
139,18,1,2.65,5
139,18,7,2.65,5
139,18,8,2.65,5
139,18,12,2.65,5
139,18,13,2.65,5
139,18,19,21.20,40
140,13,1,3.90,5
140,13,7,3.90,5
140,13,8,3.90,5
140,13,12,3.90,5
140,13,13,3.90,5
140,13,19,31.20,40
140,14,1,4.70,5
140,14,7,4.70,5
140,14,8,4.70,5
140,14,12,4.70,5
140,14,13,4.70,5
140,14,19,37.60,40
140,17,1,4.25,5
140,17,7,4.25,5
140,17,8,4.25,5
140,17,12,4.25,5
140,17,13,4.25,5
140,17,19,34.00,40
140,18,1,3.20,5
140,18,7,3.20,5
140,18,8,3.20,5
140,18,12,3.20,5
140,18,13,3.20,5
140,18,19,25.60,40
141,13,1,2.80,5
141,13,7,2.80,5
141,13,8,2.80,5
141,13,12,2.80,5
141,13,13,2.80,5
141,13,19,22.40,40
141,14,1,2.95,5
141,14,7,2.95,5
141,14,8,2.95,5
141,14,12,2.95,5
141,14,13,2.95,5
141,14,19,23.60,40
141,17,1,4.15,5
141,17,7,4.15,5
141,17,8,4.15,5
141,17,12,4.15,5
141,17,13,4.15,5
141,17,19,33.20,40
141,18,1,2.70,5
141,18,7,2.70,5
141,18,8,2.70,5
141,18,12,2.70,5
141,18,13,2.70,5
141,18,19,21.60,40
142,13,1,4.70,5
142,13,7,4.70,5
142,13,8,4.70,5
142,13,12,4.70,5
142,13,13,4.70,5
142,13,19,37.60,40
142,14,1,2.60,5
142,14,7,2.60,5
142,14,8,2.60,5
142,14,12,2.60,5
142,14,13,2.60,5
142,14,19,20.80,40
142,17,1,2.80,5
142,17,7,2.80,5
142,17,8,2.80,5
142,17,12,2.80,5
142,17,13,2.80,5
142,17,19,22.40,40
142,18,1,1.90,5
142,18,7,1.90,5
142,18,8,1.90,5
142,18,12,1.90,5
142,18,13,1.90,5
142,18,19,15.20,40
143,13,1,2.75,5
143,13,7,2.75,5
143,13,8,2.75,5
143,13,12,2.75,5
143,13,13,2.75,5
143,13,19,22.00,40
143,14,1,2.25,5
143,14,7,2.25,5
143,14,8,2.25,5
143,14,12,2.25,5
143,14,13,2.25,5
143,14,19,18.00,40
143,17,1,4.15,5
143,17,7,4.15,5
143,17,8,4.15,5
143,17,12,4.15,5
143,17,13,4.15,5
143,17,19,33.20,40
143,18,1,1.45,5
143,18,7,1.45,5
143,18,8,1.45,5
143,18,12,1.45,5
143,18,13,1.45,5
143,18,19,11.60,40
144,13,1,2.45,5
144,13,7,2.45,5
144,13,8,2.45,5
144,13,12,2.45,5
144,13,13,2.45,5
144,13,19,19.60,40
144,14,1,3.70,5
144,14,7,3.70,5
144,14,8,3.70,5
144,14,12,3.70,5
144,14,13,3.70,5
144,14,19,29.60,40
144,17,1,3.25,5
144,17,7,3.25,5
144,17,8,3.25,5
144,17,12,3.25,5
144,17,13,3.25,5
144,17,19,26.00,40
144,18,1,4.25,5
144,18,7,4.25,5
144,18,8,4.25,5
144,18,12,4.25,5
144,18,13,4.25,5
144,18,19,34.00,40
145,13,1,4.45,5
145,13,7,4.45,5
145,13,8,4.45,5
145,13,12,4.45,5
145,13,13,4.45,5
145,13,19,35.60,40
145,14,1,2.80,5
145,14,7,2.80,5
145,14,8,2.80,5
145,14,12,2.80,5
145,14,13,2.80,5
145,14,19,22.40,40
145,17,1,4.25,5
145,17,7,4.25,5
145,17,8,4.25,5
145,17,12,4.25,5
145,17,13,4.25,5
145,17,19,34.00,40
145,18,1,4.80,5
145,18,7,4.80,5
145,18,8,4.80,5
145,18,12,4.80,5
145,18,13,4.80,5
145,18,19,38.40,40
146,13,1,3.35,5
146,13,7,3.35,5
146,13,8,3.35,5
146,13,12,3.35,5
146,13,13,3.35,5
146,13,19,26.80,40
146,14,1,4.90,5
146,14,7,4.90,5
146,14,8,4.90,5
146,14,12,4.90,5
146,14,13,4.90,5
146,14,19,39.20,40
146,17,1,3.65,5
146,17,7,3.65,5
146,17,8,3.65,5
146,17,12,3.65,5
146,17,13,3.65,5
146,17,19,29.20,40
146,18,1,2.30,5
146,18,7,2.30,5
146,18,8,2.30,5
146,18,12,2.30,5
146,18,13,2.30,5
146,18,19,18.40,40
147,13,1,3.00,5
147,13,7,3.00,5
147,13,8,3.00,5
147,13,12,3.00,5
147,13,13,3.00,5
147,13,19,24.00,40
147,14,1,3.45,5
147,14,7,3.45,5
147,14,8,3.45,5
147,14,12,3.45,5
147,14,13,3.45,5
147,14,19,27.60,40
147,17,1,4.10,5
147,17,7,4.10,5
147,17,8,4.10,5
147,17,12,4.10,5
147,17,13,4.10,5
147,17,19,32.80,40
147,18,1,3.90,5
147,18,7,3.90,5
147,18,8,3.90,5
147,18,12,3.90,5
147,18,13,3.90,5
147,18,19,31.20,40
148,13,1,4.55,5
148,13,7,4.55,5
148,13,8,4.55,5
148,13,12,4.55,5
148,13,13,4.55,5
148,13,19,36.40,40
148,14,1,3.80,5
148,14,7,3.80,5
148,14,8,3.80,5
148,14,12,3.80,5
148,14,13,3.80,5
148,14,19,30.40,40
148,17,1,,5
148,17,7,,5
148,17,8,,5
148,17,12,,5
148,17,13,,5
148,17,19,,40
148,18,1,4.40,5
148,18,7,4.40,5
148,18,8,4.40,5
148,18,12,4.40,5
148,18,13,4.40,5
148,18,19,35.20,40
149,13,1,4.55,5
149,13,7,4.55,5
149,13,8,4.55,5
149,13,12,4.55,5
149,13,13,4.55,5
149,13,19,36.40,40
149,14,1,3.05,5
149,14,7,3.05,5
149,14,8,3.05,5
149,14,12,3.05,5
149,14,13,3.05,5
149,14,19,24.40,40
149,17,1,2.20,5
149,17,7,2.20,5
149,17,8,2.20,5
149,17,12,2.20,5
149,17,13,2.20,5
149,17,19,17.60,40
149,18,1,4.05,5
149,18,7,4.05,5
149,18,8,4.05,5
149,18,12,4.05,5
149,18,13,4.05,5
149,18,19,32.40,40
150,13,1,4.40,5
150,13,7,4.40,5
150,13,8,4.40,5
150,13,12,4.40,5
150,13,13,4.40,5
150,13,19,35.20,40
150,14,1,1.60,5
150,14,7,1.60,5
150,14,8,1.60,5
150,14,12,1.60,5
150,14,13,1.60,5
150,14,19,12.80,40
150,17,1,4.55,5
150,17,7,4.55,5
150,17,8,4.55,5
150,17,12,4.55,5
150,17,13,4.55,5
150,17,19,36.40,40
150,18,1,4.20,5
150,18,7,4.20,5
150,18,8,4.20,5
150,18,12,4.20,5
150,18,13,4.20,5
150,18,19,33.60,40
151,13,1,3.80,5
151,13,7,3.80,5
151,13,8,3.80,5
151,13,12,3.80,5
151,13,13,3.80,5
151,13,19,30.40,40
151,14,1,,5
151,14,7,,5
151,14,8,,5
151,14,12,,5
151,14,13,,5
151,14,19,,40
151,17,1,4.80,5
151,17,7,4.80,5
151,17,8,4.80,5
151,17,12,4.80,5
151,17,13,4.80,5
151,17,19,38.40,40
151,18,1,3.60,5
151,18,7,3.60,5
151,18,8,3.60,5
151,18,12,3.60,5
151,18,13,3.60,5
151,18,19,28.80,40
152,13,1,3.45,5
152,13,7,3.45,5
152,13,8,3.45,5
152,13,12,3.45,5
152,13,13,3.45,5
152,13,19,27.60,40
152,14,1,1.70,5
152,14,7,1.70,5
152,14,8,1.70,5
152,14,12,1.70,5
152,14,13,1.70,5
152,14,19,13.60,40
152,17,1,3.55,5
152,17,7,3.55,5
152,17,8,3.55,5
152,17,12,3.55,5
152,17,13,3.55,5
152,17,19,28.40,40
152,18,1,4.05,5
152,18,7,4.05,5
152,18,8,4.05,5
152,18,12,4.05,5
152,18,13,4.05,5
152,18,19,32.40,40
153,13,1,2.40,5
153,13,7,2.40,5
153,13,8,2.40,5
153,13,12,2.40,5
153,13,13,2.40,5
153,13,19,19.20,40
153,14,1,3.85,5
153,14,7,3.85,5
153,14,8,3.85,5
153,14,12,3.85,5
153,14,13,3.85,5
153,14,19,30.80,40
153,17,1,3.65,5
153,17,7,3.65,5
153,17,8,3.65,5
153,17,12,3.65,5
153,17,13,3.65,5
153,17,19,29.20,40
153,18,1,1.60,5
153,18,7,1.60,5
153,18,8,1.60,5
153,18,12,1.60,5
153,18,13,1.60,5
153,18,19,12.80,40
154,13,1,2.15,5
154,13,7,2.15,5
154,13,8,2.15,5
154,13,12,2.15,5
154,13,13,2.15,5
154,13,19,17.20,40
154,14,1,4.40,5
154,14,7,4.40,5
154,14,8,4.40,5
154,14,12,4.40,5
154,14,13,4.40,5
154,14,19,35.20,40
154,17,1,3.50,5
154,17,7,3.50,5
154,17,8,3.50,5
154,17,12,3.50,5
154,17,13,3.50,5
154,17,19,28.00,40
154,18,1,3.25,5
154,18,7,3.25,5
154,18,8,3.25,5
154,18,12,3.25,5
154,18,13,3.25,5
154,18,19,26.00,40
155,13,1,3.45,5
155,13,7,3.45,5
155,13,8,3.45,5
155,13,12,3.45,5
155,13,13,3.45,5
155,13,19,27.60,40
155,14,1,4.70,5
155,14,7,4.70,5
155,14,8,4.70,5
155,14,12,4.70,5
155,14,13,4.70,5
155,14,19,37.60,40
155,17,1,2.90,5
155,17,7,2.90,5
155,17,8,2.90,5
155,17,12,2.90,5
155,17,13,2.90,5
155,17,19,23.20,40
155,18,1,2.55,5
155,18,7,2.55,5
155,18,8,2.55,5
155,18,12,2.55,5
155,18,13,2.55,5
155,18,19,20.40,40
156,13,1,4.35,5
156,13,7,4.35,5
156,13,8,4.35,5
156,13,12,4.35,5
156,13,13,4.35,5
156,13,19,34.80,40
156,14,1,3.35,5
156,14,7,3.35,5
156,14,8,3.35,5
156,14,12,3.35,5
156,14,13,3.35,5
156,14,19,26.80,40
156,17,1,4.10,5
156,17,7,4.10,5
156,17,8,4.10,5
156,17,12,4.10,5
156,17,13,4.10,5
156,17,19,32.80,40
156,18,1,4.55,5
156,18,7,4.55,5
156,18,8,4.55,5
156,18,12,4.55,5
156,18,13,4.55,5
156,18,19,36.40,40
157,13,1,3.45,5
157,13,7,3.45,5
157,13,8,3.45,5
157,13,12,3.45,5
157,13,13,3.45,5
157,13,19,27.60,40
157,14,1,3.65,5
157,14,7,3.65,5
157,14,8,3.65,5
157,14,12,3.65,5
157,14,13,3.65,5
157,14,19,29.20,40
157,17,1,,5
157,17,7,,5
157,17,8,,5
157,17,12,,5
157,17,13,,5
157,17,19,,40
157,18,1,,5
157,18,7,,5
157,18,8,,5
157,18,12,,5
157,18,13,,5
157,18,19,,40
158,13,1,,5
158,13,7,,5
158,13,8,,5
158,13,12,,5
158,13,13,,5
158,13,19,,40
158,14,1,3.85,5
158,14,7,3.85,5
158,14,8,3.85,5
158,14,12,3.85,5
158,14,13,3.85,5
158,14,19,30.80,40
158,17,1,3.65,5
158,17,7,3.65,5
158,17,8,3.65,5
158,17,12,3.65,5
158,17,13,3.65,5
158,17,19,29.20,40
158,18,1,3.35,5
158,18,7,3.35,5
158,18,8,3.35,5
158,18,12,3.35,5
158,18,13,3.35,5
158,18,19,26.80,40
159,13,1,2.30,5
159,13,7,2.30,5
159,13,8,2.30,5
159,13,12,2.30,5
159,13,13,2.30,5
159,13,19,18.40,40
159,14,1,2.60,5
159,14,7,2.60,5
159,14,8,2.60,5
159,14,12,2.60,5
159,14,13,2.60,5
159,14,19,20.80,40
159,17,1,,5
159,17,7,,5
159,17,8,,5
159,17,12,,5
159,17,13,,5
159,17,19,,40
159,18,1,2.45,5
159,18,7,2.45,5
159,18,8,2.45,5
159,18,12,2.45,5
159,18,13,2.45,5
159,18,19,19.60,40
160,13,1,3.10,5
160,13,7,3.10,5
160,13,8,3.10,5
160,13,12,3.10,5
160,13,13,3.10,5
160,13,19,24.80,40
160,14,1,4.05,5
160,14,7,4.05,5
160,14,8,4.05,5
160,14,12,4.05,5
160,14,13,4.05,5
160,14,19,32.40,40
160,17,1,1.55,5
160,17,7,1.55,5
160,17,8,1.55,5
160,17,12,1.55,5
160,17,13,1.55,5
160,17,19,12.40,40
160,18,1,4.10,5
160,18,7,4.10,5
160,18,8,4.10,5
160,18,12,4.10,5
160,18,13,4.10,5
160,18,19,32.80,40
161,13,1,3.85,5
161,13,7,3.85,5
161,13,8,3.85,5
161,13,12,3.85,5
161,13,13,3.85,5
161,13,19,30.80,40
161,14,1,,5
161,14,7,,5
161,14,8,,5
161,14,12,,5
161,14,13,,5
161,14,19,,40
161,17,1,2.50,5
161,17,7,2.50,5
161,17,8,2.50,5
161,17,12,2.50,5
161,17,13,2.50,5
161,17,19,20.00,40
161,18,1,,5
161,18,7,,5
161,18,8,,5
161,18,12,,5
161,18,13,,5
161,18,19,,40
162,13,1,1.00,5
162,13,7,1.00,5
162,13,8,1.00,5
162,13,12,1.00,5
162,13,13,1.00,5
162,13,19,8.00,40
162,14,1,3.65,5
162,14,7,3.65,5
162,14,8,3.65,5
162,14,12,3.65,5
162,14,13,3.65,5
162,14,19,29.20,40
162,17,1,4.70,5
162,17,7,4.70,5
162,17,8,4.70,5
162,17,12,4.70,5
162,17,13,4.70,5
162,17,19,37.60,40
162,18,1,3.35,5
162,18,7,3.35,5
162,18,8,3.35,5
162,18,12,3.35,5
162,18,13,3.35,5
162,18,19,26.80,40
163,13,1,4.45,5
163,13,7,4.45,5
163,13,8,4.45,5
163,13,12,4.45,5
163,13,13,4.45,5
163,13,19,35.60,40
163,14,1,1.20,5
163,14,7,1.20,5
163,14,8,1.20,5
163,14,12,1.20,5
163,14,13,1.20,5
163,14,19,9.60,40
163,17,1,,5
163,17,7,,5
163,17,8,,5
163,17,12,,5
163,17,13,,5
163,17,19,,40
163,18,1,,5
163,18,7,,5
163,18,8,,5
163,18,12,,5
163,18,13,,5
163,18,19,,40
164,13,1,3.60,5
164,13,7,3.60,5
164,13,8,3.60,5
164,13,12,3.60,5
164,13,13,3.60,5
164,13,19,28.80,40
164,14,1,1.35,5
164,14,7,1.35,5
164,14,8,1.35,5
164,14,12,1.35,5
164,14,13,1.35,5
164,14,19,10.80,40
164,17,1,3.40,5
164,17,7,3.40,5
164,17,8,3.40,5
164,17,12,3.40,5
164,17,13,3.40,5
164,17,19,27.20,40
164,18,1,3.85,5
164,18,7,3.85,5
164,18,8,3.85,5
164,18,12,3.85,5
164,18,13,3.85,5
164,18,19,30.80,40
165,13,1,4.40,5
165,13,7,4.40,5
165,13,8,4.40,5
165,13,12,4.40,5
165,13,13,4.40,5
165,13,19,35.20,40
165,14,1,3.10,5
165,14,7,3.10,5
165,14,8,3.10,5
165,14,12,3.10,5
165,14,13,3.10,5
165,14,19,24.80,40
165,17,1,,5
165,17,7,,5
165,17,8,,5
165,17,12,,5
165,17,13,,5
165,17,19,,40
165,18,1,4.15,5
165,18,7,4.15,5
165,18,8,4.15,5
165,18,12,4.15,5
165,18,13,4.15,5
165,18,19,33.20,40
166,13,1,3.95,5
166,13,7,3.95,5
166,13,8,3.95,5
166,13,12,3.95,5
166,13,13,3.95,5
166,13,19,31.60,40
166,14,1,4.45,5
166,14,7,4.45,5
166,14,8,4.45,5
166,14,12,4.45,5
166,14,13,4.45,5
166,14,19,35.60,40
166,17,1,,5
166,17,7,,5
166,17,8,,5
166,17,12,,5
166,17,13,,5
166,17,19,,40
166,18,1,4.80,5
166,18,7,4.80,5
166,18,8,4.80,5
166,18,12,4.80,5
166,18,13,4.80,5
166,18,19,38.40,40
167,13,1,,5
167,13,7,,5
167,13,8,,5
167,13,12,,5
167,13,13,,5
167,13,19,,40
167,14,1,4.00,5
167,14,7,4.00,5
167,14,8,4.00,5
167,14,12,4.00,5
167,14,13,4.00,5
167,14,19,32.00,40
167,17,1,2.95,5
167,17,7,2.95,5
167,17,8,2.95,5
167,17,12,2.95,5
167,17,13,2.95,5
167,17,19,23.60,40
167,18,1,2.85,5
167,18,7,2.85,5
167,18,8,2.85,5
167,18,12,2.85,5
167,18,13,2.85,5
167,18,19,22.80,40
168,13,1,2.60,5
168,13,7,2.60,5
168,13,8,2.60,5
168,13,12,2.60,5
168,13,13,2.60,5
168,13,19,20.80,40
168,14,1,4.10,5
168,14,7,4.10,5
168,14,8,4.10,5
168,14,12,4.10,5
168,14,13,4.10,5
168,14,19,32.80,40
168,17,1,,5
168,17,7,,5
168,17,8,,5
168,17,12,,5
168,17,13,,5
168,17,19,,40
168,18,1,3.15,5
168,18,7,3.15,5
168,18,8,3.15,5
168,18,12,3.15,5
168,18,13,3.15,5
168,18,19,25.20,40
169,13,1,4.75,5
169,13,7,4.75,5
169,13,8,4.75,5
169,13,12,4.75,5
169,13,13,4.75,5
169,13,19,38.00,40
169,14,1,,5
169,14,7,,5
169,14,8,,5
169,14,12,,5
169,14,13,,5
169,14,19,,40
169,17,1,1.15,5
169,17,7,1.15,5
169,17,8,1.15,5
169,17,12,1.15,5
169,17,13,1.15,5
169,17,19,9.20,40
169,18,1,3.05,5
169,18,7,3.05,5
169,18,8,3.05,5
169,18,12,3.05,5
169,18,13,3.05,5
169,18,19,24.40,40
170,13,1,3.55,5
170,13,7,3.55,5
170,13,8,3.55,5
170,13,12,3.55,5
170,13,13,3.55,5
170,13,19,28.40,40
170,14,1,3.95,5
170,14,7,3.95,5
170,14,8,3.95,5
170,14,12,3.95,5
170,14,13,3.95,5
170,14,19,31.60,40
170,17,1,1.45,5
170,17,7,1.45,5
170,17,8,1.45,5
170,17,12,1.45,5
170,17,13,1.45,5
170,17,19,11.60,40
170,18,1,4.25,5
170,18,7,4.25,5
170,18,8,4.25,5
170,18,12,4.25,5
170,18,13,4.25,5
170,18,19,34.00,40
171,13,1,4.15,5
171,13,7,4.15,5
171,13,8,4.15,5
171,13,12,4.15,5
171,13,13,4.15,5
171,13,19,33.20,40
171,14,1,4.15,5
171,14,7,4.15,5
171,14,8,4.15,5
171,14,12,4.15,5
171,14,13,4.15,5
171,14,19,33.20,40
171,17,1,,5
171,17,7,,5
171,17,8,,5
171,17,12,,5
171,17,13,,5
171,17,19,,40
171,18,1,,5
171,18,7,,5
171,18,8,,5
171,18,12,,5
171,18,13,,5
171,18,19,,40
172,13,1,4.70,5
172,13,7,4.70,5
172,13,8,4.70,5
172,13,12,4.70,5
172,13,13,4.70,5
172,13,19,37.60,40
172,14,1,4.30,5
172,14,7,4.30,5
172,14,8,4.30,5
172,14,12,4.30,5
172,14,13,4.30,5
172,14,19,34.40,40
172,17,1,3.55,5
172,17,7,3.55,5
172,17,8,3.55,5
172,17,12,3.55,5
172,17,13,3.55,5
172,17,19,28.40,40
172,18,1,3.30,5
172,18,7,3.30,5
172,18,8,3.30,5
172,18,12,3.30,5
172,18,13,3.30,5
172,18,19,26.40,40
173,13,1,,5
173,13,7,,5
173,13,8,,5
173,13,12,,5
173,13,13,,5
173,13,19,,40
173,14,1,3.35,5
173,14,7,3.35,5
173,14,8,3.35,5
173,14,12,3.35,5
173,14,13,3.35,5
173,14,19,26.80,40
173,17,1,0.75,5
173,17,7,0.75,5
173,17,8,0.75,5
173,17,12,0.75,5
173,17,13,0.75,5
173,17,19,6.00,40
173,18,1,4.35,5
173,18,7,4.35,5
173,18,8,4.35,5
173,18,12,4.35,5
173,18,13,4.35,5
173,18,19,34.80,40
174,13,1,4.60,5
174,13,7,4.60,5
174,13,8,4.60,5
174,13,12,4.60,5
174,13,13,4.60,5
174,13,19,36.80,40
174,14,1,4.80,5
174,14,7,4.80,5
174,14,8,4.80,5
174,14,12,4.80,5
174,14,13,4.80,5
174,14,19,38.40,40
174,17,1,4.75,5
174,17,7,4.75,5
174,17,8,4.75,5
174,17,12,4.75,5
174,17,13,4.75,5
174,17,19,38.00,40
174,18,1,3.25,5
174,18,7,3.25,5
174,18,8,3.25,5
174,18,12,3.25,5
174,18,13,3.25,5
174,18,19,26.00,40
175,13,1,3.65,5
175,13,7,3.65,5
175,13,8,3.65,5
175,13,12,3.65,5
175,13,13,3.65,5
175,13,19,29.20,40
175,14,1,4.40,5
175,14,7,4.40,5
175,14,8,4.40,5
175,14,12,4.40,5
175,14,13,4.40,5
175,14,19,35.20,40
175,17,1,4.70,5
175,17,7,4.70,5
175,17,8,4.70,5
175,17,12,4.70,5
175,17,13,4.70,5
175,17,19,37.60,40
175,18,1,0.90,5
175,18,7,0.90,5
175,18,8,0.90,5
175,18,12,0.90,5
175,18,13,0.90,5
175,18,19,7.20,40
176,13,1,3.30,5
176,13,7,3.30,5
176,13,8,3.30,5
176,13,12,3.30,5
176,13,13,3.30,5
176,13,19,26.40,40
176,14,1,3.65,5
176,14,7,3.65,5
176,14,8,3.65,5
176,14,12,3.65,5
176,14,13,3.65,5
176,14,19,29.20,40
176,17,1,4.80,5
176,17,7,4.80,5
176,17,8,4.80,5
176,17,12,4.80,5
176,17,13,4.80,5
176,17,19,38.40,40
176,18,1,,5
176,18,7,,5
176,18,8,,5
176,18,12,,5
176,18,13,,5
176,18,19,,40
177,13,1,2.20,5
177,13,7,2.20,5
177,13,8,2.20,5
177,13,12,2.20,5
177,13,13,2.20,5
177,13,19,17.60,40
177,14,1,3.70,5
177,14,7,3.70,5
177,14,8,3.70,5
177,14,12,3.70,5
177,14,13,3.70,5
177,14,19,29.60,40
177,17,1,4.25,5
177,17,7,4.25,5
177,17,8,4.25,5
177,17,12,4.25,5
177,17,13,4.25,5
177,17,19,34.00,40
177,18,1,3.65,5
177,18,7,3.65,5
177,18,8,3.65,5
177,18,12,3.65,5
177,18,13,3.65,5
177,18,19,29.20,40
178,13,1,1.75,5
178,13,7,1.75,5
178,13,8,1.75,5
178,13,12,1.75,5
178,13,13,1.75,5
178,13,19,14.00,40
178,14,1,4.95,5
178,14,7,4.95,5
178,14,8,4.95,5
178,14,12,4.95,5
178,14,13,4.95,5
178,14,19,39.60,40
178,17,1,4.20,5
178,17,7,4.20,5
178,17,8,4.20,5
178,17,12,4.20,5
178,17,13,4.20,5
178,17,19,33.60,40
178,18,1,4.45,5
178,18,7,4.45,5
178,18,8,4.45,5
178,18,12,4.45,5
178,18,13,4.45,5
178,18,19,35.60,40
179,13,1,4.65,5
179,13,7,4.65,5
179,13,8,4.65,5
179,13,12,4.65,5
179,13,13,4.65,5
179,13,19,37.20,40
179,14,1,3.85,5
179,14,7,3.85,5
179,14,8,3.85,5
179,14,12,3.85,5
179,14,13,3.85,5
179,14,19,30.80,40
179,17,1,2.55,5
179,17,7,2.55,5
179,17,8,2.55,5
179,17,12,2.55,5
179,17,13,2.55,5
179,17,19,20.40,40
179,18,1,3.90,5
179,18,7,3.90,5
179,18,8,3.90,5
179,18,12,3.90,5
179,18,13,3.90,5
179,18,19,31.20,40
180,13,1,3.50,5
180,13,7,3.50,5
180,13,8,3.50,5
180,13,12,3.50,5
180,13,13,3.50,5
180,13,19,28.00,40
180,14,1,2.90,5
180,14,7,2.90,5
180,14,8,2.90,5
180,14,12,2.90,5
180,14,13,2.90,5
180,14,19,23.20,40
180,17,1,3.70,5
180,17,7,3.70,5
180,17,8,3.70,5
180,17,12,3.70,5
180,17,13,3.70,5
180,17,19,29.60,40
180,18,1,2.45,5
180,18,7,2.45,5
180,18,8,2.45,5
180,18,12,2.45,5
180,18,13,2.45,5
180,18,19,19.60,40
181,19,1,3.85,5
181,19,7,3.85,5
181,19,8,3.85,5
181,19,12,3.85,5
181,19,13,3.85,5
181,19,19,30.80,40
181,20,1,3.30,5
181,20,7,3.30,5
181,20,8,3.30,5
181,20,12,3.30,5
181,20,13,3.30,5
181,20,19,26.40,40
181,21,1,1.85,5
181,21,7,1.85,5
181,21,8,1.85,5
181,21,12,1.85,5
181,21,13,1.85,5
181,21,19,14.80,40
181,22,1,,5
181,22,7,,5
181,22,8,,5
181,22,12,,5
181,22,13,,5
181,22,19,,40
181,23,1,4.85,5
181,23,7,4.85,5
181,23,8,4.85,5
181,23,12,4.85,5
181,23,13,4.85,5
181,23,19,38.80,40
181,24,1,4.55,5
181,24,7,4.55,5
181,24,8,4.55,5
181,24,12,4.55,5
181,24,13,4.55,5
181,24,19,36.40,40
182,19,1,4.75,5
182,19,7,4.75,5
182,19,8,4.75,5
182,19,12,4.75,5
182,19,13,4.75,5
182,19,19,38.00,40
182,20,1,0.70,5
182,20,7,0.70,5
182,20,8,0.70,5
182,20,12,0.70,5
182,20,13,0.70,5
182,20,19,5.60,40
182,21,1,3.95,5
182,21,7,3.95,5
182,21,8,3.95,5
182,21,12,3.95,5
182,21,13,3.95,5
182,21,19,31.60,40
182,22,1,4.45,5
182,22,7,4.45,5
182,22,8,4.45,5
182,22,12,4.45,5
182,22,13,4.45,5
182,22,19,35.60,40
182,23,1,3.20,5
182,23,7,3.20,5
182,23,8,3.20,5
182,23,12,3.20,5
182,23,13,3.20,5
182,23,19,25.60,40
182,24,1,1.40,5
182,24,7,1.40,5
182,24,8,1.40,5
182,24,12,1.40,5
182,24,13,1.40,5
182,24,19,11.20,40
183,19,1,4.85,5
183,19,7,4.85,5
183,19,8,4.85,5
183,19,12,4.85,5
183,19,13,4.85,5
183,19,19,38.80,40
